item_id,fold_k,c_min,agent,agent_chosen,has_doc_ref,retrieval_recall,eta,eta_solo,z_agent,baseline,tau_star_solo,abstained,abstained_solo,z_system
q_0007,0,0.5,gemma4_e4b,gemma4_e4b,True,0.6666666666666666,1.0,1.0,0,Bsolo,0.8482142857142857,True,True,
q_0011,0,0.5,gemma4_e4b,gemma4_e4b,True,0.0,0.8482142857142857,0.8482142857142857,0,Bsolo,0.8482142857142857,False,False,0.0
q_0017,0,0.5,gemma4_e4b,gemma4_e4b,True,0.0,0.8482142857142857,0.8482142857142857,0,Bsolo,0.8482142857142857,False,False,0.0
q_0022,0,0.5,gemma4_e4b,gemma4_e4b,True,1.0,0.8482142857142857,0.8482142857142857,0,Bsolo,0.8482142857142857,False,False,0.0
q_0048,0,0.5,gemma4_e4b,gemma4_e4b,True,0.0,0.8482142857142857,0.8482142857142857,0,Bsolo,0.8482142857142857,False,False,0.0
q_0052,0,0.5,gemma4_e4b,gemma4_e4b,True,0.0,1.0,1.0,0,Bsolo,0.8482142857142857,True,True,
q_0056,0,0.5,gemma4_e4b,gemma4_e4b,False,,0.5609756097560976,0.5609756097560976,1,Bsolo,0.8482142857142857,False,False,1.0
q_0094,0,0.5,gemma4_e4b,gemma4_e4b,True,1.0,0.5609756097560976,0.5609756097560976,0,Bsolo,0.8482142857142857,False,False,0.0
q_0108,0,0.5,gemma4_e4b,gemma4_e4b,True,0.3333333333333333,0.8482142857142857,0.8482142857142857,0,Bsolo,0.8482142857142857,False,False,0.0
q_0120,0,0.5,gemma4_e4b,gemma4_e4b,True,0.6666666666666666,0.9259259259259259,0.9259259259259259,1,Bsolo,0.8482142857142857,True,True,
q_0147,0,0.5,gemma4_e4b,gemma4_e4b,True,0.0,0.9259259259259259,0.9259259259259259,0,Bsolo,0.8482142857142857,True,True,
q_0168,0,0.5,gemma4_e4b,gemma4_e4b,True,1.0,0.8482142857142857,0.8482142857142857,0,Bsolo,0.8482142857142857,False,False,0.0
q_0178,0,0.5,gemma4_e4b,gemma4_e4b,True,0.0,0.5609756097560976,0.5609756097560976,0,Bsolo,0.8482142857142857,False,False,0.0
q_0179,0,0.5,gemma4_e4b,gemma4_e4b,True,0.4,0.5609756097560976,0.5609756097560976,0,Bsolo,0.8482142857142857,False,False,0.0
q_0186,0,0.5,gemma4_e4b,gemma4_e4b,True,0.09090909090909091,0.8482142857142857,0.8482142857142857,0,Bsolo,0.8482142857142857,False,False,0.0
q_0192,0,0.5,gemma4_e4b,gemma4_e4b,True,1.0,0.5609756097560976,0.5609756097560976,0,Bsolo,0.8482142857142857,False,False,0.0
q_0206,0,0.5,gemma4_e4b,gemma4_e4b,True,0.0,0.5609756097560976,0.5609756097560976,0,Bsolo,0.8482142857142857,False,False,0.0
q_0208,0,0.5,gemma4_e4b,gemma4_e4b,True,1.0,0.5609756097560976,0.5609756097560976,0,Bsolo,0.8482142857142857,False,False,0.0
q_0250,0,0.5,gemma4_e4b,gemma4_e4b,True,0.0,0.8482142857142857,0.8482142857142857,0,Bsolo,0.8482142857142857,False,False,0.0
q_0252,0,0.5,gemma4_e4b,gemma4_e4b,True,0.5,0.5609756097560976,0.5609756097560976,0,Bsolo,0.8482142857142857,False,False,0.0
q_0255,0,0.5,gemma4_e4b,gemma4_e4b,True,0.16666666666666666,0.5609756097560976,0.5609756097560976,0,Bsolo,0.8482142857142857,False,False,0.0
q_0261,0,0.5,gemma4_e4b,gemma4_e4b,True,1.0,1.0,1.0,0,Bsolo,0.8482142857142857,True,True,
q_0263,0,0.5,gemma4_e4b,gemma4_e4b,True,0.5,0.5609756097560976,0.5609756097560976,1,Bsolo,0.8482142857142857,False,False,1.0
q_0268,0,0.5,gemma4_e4b,gemma4_e4b,True,0.0,0.8482142857142857,0.8482142857142857,0,Bsolo,0.8482142857142857,False,False,0.0
q_0276,0,0.5,gemma4_e4b,gemma4_e4b,False,,0.5609756097560976,0.5609756097560976,1,Bsolo,0.8482142857142857,False,False,1.0
q_0283,0,0.5,gemma4_e4b,gemma4_e4b,True,0.25,0.5609756097560976,0.5609756097560976,0,Bsolo,0.8482142857142857,False,False,0.0
q_0285,0,0.5,gemma4_e4b,gemma4_e4b,True,0.0,0.5609756097560976,0.5609756097560976,0,Bsolo,0.8482142857142857,False,False,0.0
q_0289,0,0.5,gemma4_e4b,gemma4_e4b,True,0.5,0.5609756097560976,0.5609756097560976,0,Bsolo,0.8482142857142857,False,False,0.0
q_0291,0,0.5,gemma4_e4b,gemma4_e4b,False,,0.8482142857142857,0.8482142857142857,1,Bsolo,0.8482142857142857,False,False,1.0
q_0296,0,0.5,gemma4_e4b,gemma4_e4b,True,0.0,0.9259259259259259,0.9259259259259259,0,Bsolo,0.8482142857142857,True,True,
q_0311,0,0.5,gemma4_e4b,gemma4_e4b,True,0.75,0.8482142857142857,0.8482142857142857,1,Bsolo,0.8482142857142857,False,False,1.0
q_0312,0,0.5,gemma4_e4b,gemma4_e4b,True,0.5,1.0,1.0,0,Bsolo,0.8482142857142857,True,True,
q_0316,0,0.5,gemma4_e4b,gemma4_e4b,True,0.0,0.9259259259259259,0.9259259259259259,0,Bsolo,0.8482142857142857,True,True,
q_0317,0,0.5,gemma4_e4b,gemma4_e4b,True,1.0,0.5609756097560976,0.5609756097560976,0,Bsolo,0.8482142857142857,False,False,0.0
q_0320,0,0.5,gemma4_e4b,gemma4_e4b,True,1.0,0.5609756097560976,0.5609756097560976,0,Bsolo,0.8482142857142857,False,False,0.0
q_0327,0,0.5,gemma4_e4b,gemma4_e4b,True,0.1111111111111111,0.5609756097560976,0.5609756097560976,0,Bsolo,0.8482142857142857,False,False,0.0
q_0332,0,0.5,gemma4_e4b,gemma4_e4b,True,0.0,0.8482142857142857,0.8482142857142857,1,Bsolo,0.8482142857142857,False,False,1.0
q_0334,0,0.5,gemma4_e4b,gemma4_e4b,True,0.2,1.0,1.0,0,Bsolo,0.8482142857142857,True,True,
q_0358,0,0.5,gemma4_e4b,gemma4_e4b,False,,0.5609756097560976,0.5609756097560976,1,Bsolo,0.8482142857142857,False,False,1.0
q_0389,0,0.5,gemma4_e4b,gemma4_e4b,True,0.3333333333333333,0.5609756097560976,0.5609756097560976,1,Bsolo,0.8482142857142857,False,False,1.0
q_0391,0,0.5,gemma4_e4b,gemma4_e4b,True,0.0,0.5609756097560976,0.5609756097560976,1,Bsolo,0.8482142857142857,False,False,1.0
q_0396,0,0.5,gemma4_e4b,gemma4_e4b,False,,0.8482142857142857,0.8482142857142857,0,Bsolo,0.8482142857142857,False,False,0.0
q_0397,0,0.5,gemma4_e4b,gemma4_e4b,True,0.0,0.9259259259259259,0.9259259259259259,0,Bsolo,0.8482142857142857,True,True,
q_0408,0,0.5,gemma4_e4b,gemma4_e4b,True,1.0,0.8482142857142857,0.8482142857142857,1,Bsolo,0.8482142857142857,False,False,1.0
q_0429,0,0.5,gemma4_e4b,gemma4_e4b,False,,0.5609756097560976,0.5609756097560976,1,Bsolo,0.8482142857142857,False,False,1.0
q_0430,0,0.5,gemma4_e4b,gemma4_e4b,False,,1.0,1.0,0,Bsolo,0.8482142857142857,True,True,
q_0470,0,0.5,gemma4_e4b,gemma4_e4b,False,,0.9259259259259259,0.9259259259259259,0,Bsolo,0.8482142857142857,True,True,
q_0477,0,0.5,gemma4_e4b,gemma4_e4b,True,0.5,0.5609756097560976,0.5609756097560976,0,Bsolo,0.8482142857142857,False,False,0.0
q_0523,0,0.5,gemma4_e4b,gemma4_e4b,False,,1.0,1.0,0,Bsolo,0.8482142857142857,True,True,
q_0532,0,0.5,gemma4_e4b,gemma4_e4b,True,0.5,0.8482142857142857,0.8482142857142857,0,Bsolo,0.8482142857142857,False,False,0.0
q_0538,0,0.5,gemma4_e4b,gemma4_e4b,True,1.0,0.9259259259259259,0.9259259259259259,0,Bsolo,0.8482142857142857,True,True,
q_0549,0,0.5,gemma4_e4b,gemma4_e4b,True,0.0,1.0,1.0,0,Bsolo,0.8482142857142857,True,True,
q_0550,0,0.5,gemma4_e4b,gemma4_e4b,True,0.5,0.8482142857142857,0.8482142857142857,1,Bsolo,0.8482142857142857,False,False,1.0
